,carcatvalue_2,carcatvalue_3,card2_2,card2_3,card2_4,card2_5,card_2,card_3,card_4,card_5,cardtenurecat_3,cardtenurecat_5,carown_0,carown_1,commute_4,inccat_2,inccat_3,inccat_4,inccat_5,reason_2,retire_1,spousedcat_1,spousedcat_4,total_spend_bx,actual_total_spend,pred_total_spend,Deciles
2923,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.546886291751974,409.6299999999993,348.49997710762045,3
3203,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.150576532672016,345.81000000000023,249.1697977930974,0
1214,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.384717241995808,578.4300000000004,286.154742110198,1
3540,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.33529532037672,567.0400000000006,647.057424898494,8
2046,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6.504933814092685,99.07000000000005,315.34183074013475,2
3833,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.185069890990306,533.59,366.23604592967115,4
1907,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.410099226532813,386.54999999999995,316.9950657260245,2
3687,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.93846498976954,315.29999999999984,435.1650590423822,5
1753,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7.96733790842595,203.22,284.99003114014056,1
567,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.365184654367465,152.52999999999986,236.07740372978748,0
4855,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,8.512315851542567,260.90999999999997,276.3429407571303,1
3369,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8.886813367251849,308.23000000000013,348.23138539165427,3
1548,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,8.447433288278939,253.38000000000005,334.5407918553032,3
4769,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,7.768045313612608,185.05000000000004,324.55971242526357,2
2957,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.688759976181199,958.7000000000012,539.9288267985421,7
2241,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.23553605343137,230.07000000000025,565.8299995500095,7
1254,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,11.041779173930761,749.5500000000006,497.997806967489,6
3445,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,8.792725669994523,295.7,262.45612285786444,1
771,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,13.250938042476516,1679.5899999999995,969.501563151479,9
3017,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,7.461354091120018,159.81000000000017,297.17201923308795,1
4264,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,12.1628558980798,1142.0300000000007,898.9304502371142,9
2705,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,9.78416138544261,452.4699999999999,490.3933303644522,6
471,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.775865896954393,450.9099999999997,393.4744143941723,4
1405,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7.172429374916587,138.78999999999996,215.57316832423896,0
266,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.646491021358095,427.1700000000001,324.6196501545892,2
484,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,13.031773336222845,1556.6700000000014,670.4938170499606,8
3495,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.018255063330585,208.10000000000005,267.46328036482254,1
4026,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.97386460371261,203.83999999999997,322.6551860689978,2
4528,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.803101365867446,297.06000000000006,305.21410372720914,2
964,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,5.515124569561247,58.19760000000002,246.58341068373835,0
374,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.223719226483004,542.0299999999999,527.8949230983171,7
183,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,10.915388283849234,713.6300000000005,671.6045607064384,8
2812,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.751896856980729,290.3999999999999,285.39809777561857,1
2217,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.631887591141487,275.28999999999996,367.9101266305754,4
3533,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.5020611557093995,162.98,233.00219030784308,0
2721,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,8.080482333321251,214.20000000000016,755.9980682615105,9
5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.218418850894338,228.27000000000046,472.1387349977866,6
2607,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.666499894696362,176.34,324.6196501545892,2
2484,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10.264055113898976,550.9599999999995,354.82977442526715,3
2278,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.998536552729496,494.4199999999994,311.7077323328169,2
2692,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9.329941946129214,373.55000000000047,304.70282819182574,2
2549,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.949241358062533,484.4899999999999,448.86330294758557,6
462,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.824757224546504,688.7900000000001,256.0475465000614,0
3927,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,13.327625802769072,1724.5199999999977,355.53755720443365,3
3837,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9.152113609885493,346.04,401.9145429468557,4
3003,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,9.917515820729397,478.19000000000005,302.0099116672906,2
1497,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,12.347945912871552,1221.340000000001,443.5232711278637,5
1663,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10.19923443974643,536.6699999999998,425.28582506506376,5
643,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9.720903415298865,440.6900000000002,398.06973361966544,4
2200,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,8.262217530558683,232.9,212.87163134367154,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.039640089350196,77.53999999999999,274.0567547908975,1
3390,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,7.394387850265208,154.71000000000012,391.9188396434293,4
1336,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.573980021805198,623.8800000000007,599.881341573189,8
4688,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.26657572867887,363.54000000000036,430.8602173675364,5
2372,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.614964292360398,421.5500000000002,427.0828205798997,5
3385,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10.194091771419956,535.5500000000002,943.8392803602418,9
181,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.515124569561247,58.19760000000002,331.94133692866876,3
1539,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.278313864585212,146.2000000000002,286.01599776270353,1
656,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.842894264663974,1456.9999999999998,592.2362375579157,8
615,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.24677771031778,360.46000000000004,240.1760916445553,0
4231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.349643606455786,376.7100000000001,286.154742110198,1
3304,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5.515124569561247,58.19760000000002,316.20566791069217,2
1686,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.293952202436321,557.6599999999999,451.806819802745,6
1976,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.88083108802473,307.42000000000024,509.4553809156913,7
4019,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.817264571393704,686.7700000000004,358.00350003186065,3
2112,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.50257003177356,893.9399999999988,518.8989853391313,7
1944,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.814834184387642,1442.6699999999996,373.90618803092525,4
4674,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,9.862183149754292,467.37000000000006,343.2747853345851,3
2671,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.058369506846725,332.2499999999998,265.53568183683063,1
718,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,12.057653182773217,1098.9500000000007,550.5441943187013,7
535,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9.269840095288101,364.04999999999967,446.082123032777,6
1746,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7.5619299822455,167.73999999999984,402.2720810648933,4
4971,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7.644259868843257,174.48,306.553631990721,2
4118,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.761970190050349,291.7000000000003,393.4744143941723,4
1291,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11.986299525814953,1070.5300000000007,440.78970597817204,5
2753,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,10.034480603595041,501.76999999999964,954.901004689717,9
3707,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.36030786528023,378.43000000000006,328.62136639577494,3
4027,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.901824124167304,475.1000000000004,365.97363378039284,4
4255,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7.223173734383775,142.29999999999995,367.9101266305754,4
3457,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,9.810322378060789,457.42,517.4528304797021,7
3757,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.825317333180667,299.9900000000001,300.11980350009674,2
1631,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.893783451490828,707.6400000000004,245.11559880965083,0
1946,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,9.669765433224162,431.36,483.8642188616049,6
4058,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.642096844761905,174.29999999999995,324.6196501545892,2
4326,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,6.803030272903098,115.40000000000002,457.35397533735943,6
2993,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10.387813267030996,579.1499999999993,307.9538816758854,2
4032,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.863628814870887,467.65000000000015,796.6090837523197,9
3029,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,9.487034271176904,399.39,609.423660896582,8
3517,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.286675629513512,366.6900000000001,301.9289725763321,2
1009,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.04067095945002,210.27999999999972,322.6551860689978,2
2644,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,8.806221349823948,297.47000000000014,600.1424425780075,8
4925,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.99459453856832,323.1400000000003,327.55019626082907,3
810,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.84502593874604,302.60999999999996,314.99592126923346,2
268,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.76642388233047,449.1399999999998,514.3162102935839,7
2764,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11.37563267237499,851.97,541.7354425500878,7
3013,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10.873661780157443,702.0999999999996,305.76139329563824,2
4178,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.77254439873507,293.07000000000033,468.7874550310347,6
1244,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.337128321122801,374.70000000000033,444.2089604811471,5
494,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8.803101365867446,297.06000000000006,215.57316832423896,0
3846,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10.06949642718285,509.0200000000001,291.51555026810246,1
3572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.730325735619566,663.7000000000006,591.6585314240475,8
3175,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.07203941162348,509.5499999999998,338.5998376892332,3
4236,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.33876091279346,840.0999999999999,553.7427712294913,7
1774,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.688070084021229,434.6800000000005,346.0699276224496,3
4947,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.676188213554294,108.19000000000004,288.17958233483097,1
3969,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.34161800470787,375.4199999999999,483.71991161115056,6
2374,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.825386935267362,688.9599999999997,427.0828205798997,5
4401,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9.185841806696269,351.12000000000006,210.09300129855106,0
2929,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7.182345385370505,139.46999999999997,204.57456539885897,0
3006,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5112945184544,260.7900000000003,286.154742110198,1
3308,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.662232280140852,430.0000000000003,621.8366896655249,8
4765,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.170026057073192,348.72999999999973,236.07740372978748,0
3428,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,9.56917275496841,413.4999999999999,557.0203816517452,7
394,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.741317170301725,289.0400000000003,402.2720810648933,4
1125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.811730237143692,1003.6400000000003,315.374300030563,2
2529,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,7.862719207576446,193.49999999999983,401.06036553299106,4
3690,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9.104187954275785,338.9300000000001,215.57316832423896,0
3431,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,9.421741447602797,388.4699999999997,552.4005379075065,7
2873,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.398011924054064,247.76999999999953,350.7346823074036,3
2033,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9.999963399910788,494.7099999999999,460.9139222063844,6
3286,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7.911915963761063,198.01999999999998,524.1883526775847,7
626,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.928672180120525,199.58,274.9242298909327,1
4529,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10.222172262316267,541.6899999999991,467.4880340307736,6
403,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.789016664824597,679.1999999999997,703.0553918634242,9
4029,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10.705093408860794,657.1300000000002,608.2034825620631,8
2859,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,9.775865896954393,450.9099999999997,561.2221518559261,7
4282,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8.60788360499099,272.34999999999997,589.8517609019567,8
4602,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.971969861752026,319.95999999999975,294.52045177394916,1
1528,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.881792115876541,307.54999999999933,329.9629327307005,3
672,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9.446618230244116,392.6000000000001,284.99003114014056,1
983,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7.500660014706582,162.87000000000012,469.04024565620097,6
2108,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8.142291389297702,220.41000000000005,521.051326794609,7
2093,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10.664550087899416,646.6900000000004,526.5823548767829,7
550,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11.348713637360875,843.2899999999998,463.94921629780754,6
1328,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,8.642269744257694,276.5699999999999,464.86589121065913,6
3967,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,8.874761183725626,306.6,262.95352754501727,1
2282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9.55318154177393,410.71999999999997,368.0893794298868,4
3518,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.035954787938373,1090.24,453.9310014673824,6
2265,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,7.47723037922262,161.04000000000005,643.3776989354401,8
2884,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.052545211268527,752.68,361.2843999081842,4
177,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,10.96011933671295,726.1699999999997,712.6462497291376,9
85,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,10.491704817220688,603.7600000000007,422.7290714629479,5
1131,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.748573361464608,445.8099999999999,443.4387153026624,5
2329,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,10.77748385543433,676.1300000000001,471.8299138796447,6
3101,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,8.41935909822024,250.17999999999986,221.42543848861146,0
2889,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.851109565968272,465.23000000000087,614.7031274196688,8
4614,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,10.314962044306448,562.4100000000005,824.8686567980986,9
3425,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,7.107542225426177,134.40999999999983,473.94090001993953,6
3144,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.238661755380464,230.39999999999984,375.0242487834311,4
4053,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.98351959016134,321.5800000000001,314.8123014490539,2
2173,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.792908840339306,454.1200000000003,635.6990519341729,8
4813,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.085240736995932,1110.11,569.6357913210658,7
1089,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,9.165575691257992,348.06000000000034,347.10822304079835,3
887,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11.414141157522808,864.5200000000003,431.73519774030575,5
2826,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,11.662443924270333,949.3100000000002,358.77077540413126,3
4722,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7.903170972623101,197.20999999999975,328.62136639577494,3
3651,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,13.223012637003476,1663.4800000000012,978.6308877732632,9
4665,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,11.69773339275333,961.9199999999993,620.9719622617927,8
4237,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,9.082267898934319,335.7200000000002,529.3174751439435,7
84,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.594426505836725,103.75000000000003,324.6196501545892,2
3694,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,10.694351600675262,654.3499999999998,621.5423671981982,8
1057,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.525610259301613,1301.8599999999997,592.2362375579157,8
1126,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,10.317869267854679,563.0699999999996,699.0418241809768,9
1165,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.309180594844022,830.68,483.71991161115056,6
3098,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,12.737521269891323,1403.8099999999993,550.4828317627666,7
2056,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8.009771308286277,207.27999999999994,511.61868190696396,7
3446,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.515198409003669,58.20000000000001,222.2516719458485,0
4560,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,12.220611925610214,1166.29,727.0361411294476,9
3301,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,8.96201990872919,318.5699999999999,314.53109229322166,2
2763,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.984525269894792,491.57999999999987,415.8318564129021,5
4488,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.954656987589613,202.02,346.48232857146587,3
1620,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.39176450428271,580.0699999999994,581.7084383942027,8
2619,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,10.287063181100722,556.1099999999994,401.9145429468557,4
1370,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,11.375262124654789,851.8499999999995,658.1672057202984,8
2066,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.508341558585402,403.0100000000003,539.9288267985421,7
1315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.11633416238933,340.71999999999974,520.5244207718594,7
1458,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.511681620239562,403.5799999999996,592.2362375579157,8
1327,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.916758108165922,1043.44,606.3047820375701,8
754,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,10.085484294625314,512.36,516.5993270265147,7
1460,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.860270604820473,304.6500000000001,423.7315947192261,5
4439,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,7.083538634746442,132.81999999999982,277.341284620328,1
117,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8.743576704608383,289.33000000000027,403.5493738835869,5
244,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,10.218939153192416,540.9800000000006,523.0550017103819,7
3895,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5.656759229111425,62.95999999999999,291.123059980874,1
3128,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.003006983738254,738.3700000000009,401.88293239183474,4
2470,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.283622363359084,366.21000000000043,338.5998376892332,3
